Unnamed: 0,Timestamp,Student Id,Paid Course? (Y/N),Course Fee Email,Date Sent,Payment Receipt Sent,How And Where Did You Hear About This Course ,Country,City,Gender,Age,Are You Currently Attending University   College ,Latest Degree Completed Or In Progress ,University Attended,Discipline Of Degree ,Have You Taken Any Foundational Course In Data Science   Econometrics   Statistics   Computer Science ,What Programming Language S  Are You Most Comfortable In  R  Python  Java  Js  Etc    If None Please Type  None   ,Prior Work Experience In Data Science Or Machine Learning,Primary Reason For Taking This Course ,Do You Understand That This Is A Paid Course,Prior Formal Education In R,Prior Formal Education In Python,Prior Work Experience In R ,Prior Work Experience In Python ,Personal Education/Knowledge In R,Personal Education/Knowledge In Python,Linkedin?,Do You Have Any Feedback  Thoughts  Or Comments You Would Like To Share ,Date,Time,Qr_Uni_Col,Uni_Col,Payment
221,2022-08-28 09:11:00,221,Yes,Sent,8/28/2022,not yet,Facebook,Pakistan,Abbottabad,Male,26,Yes,Bachelors,National University of Sciences and technology Pakistan,Geo informatics Engineering,Computer Science,Python,Learner (1 Year or Less),Understanding of data science concepts,Yes,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),TRUE,None,2022-08-28 00:00:00,2022-10-21 09:11:12,National University of Sciences and technology Pakistan,National University of Sciences and technology Pakistan,0
222,2022-09-01 14:09:00,222,none,Not Sent,-,Yes,Through a friend on LinkedIn,Pakistan,Karachi,Female,22,No,Bachelors,Institute of Business Administration,Economics and Mathematics,Econometrics,R,Beginner (0 Years),To learn data science skills,Yes,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),None (0 Years),Learner (1 Year or Less),Learner (1 Year or Less),TRUE,Excited to learn,2022-09-01 00:00:00,2022-10-21 14:09:27,Institute of Business Administration,IBA,1
223,2022-08-28 11:35:00,223,no,Sent,8/28/2022,not yet,Social Media,Pakistan,Karachi,Male,33,Yes,Bachelors,University of Karachi,Bachelors of commerce,None of them,None,Beginner (0 Years),I want to learn this programme to get better opportunity for me and the future of my family.,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),None,None,2022-08-28 00:00:00,2022-10-21 11:35:53,University of Karachi,KU,0
224,2022-08-28 12:31:00,224,no,Sent,8/28/2022,not yet,Social media,Pakistan,Peshawar,Male,23,Yes,Bachelors,University of engineering and technology Peshawar,Computer system engineering,Data Science,Pyrhon c++,Learner (1 Year or Less),Enhanced my knowledge,No,Intermediate (2-3 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),None,None,2022-08-28 00:00:00,2022-10-21 12:31:38,University of engineering and technology Peshawar,UET,0
225,2022-08-28 12:59:00,225,no,Sent,8/28/2022,not yet,Facebook,Pakistan,Chakwal,Female,39,No,Masters,Virtual university of pakistan,Computer science,Data Science,None,Beginner (0 Years),Learn new skill,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),None,None,2022-08-28 00:00:00,2022-10-21 12:59:20,Virtual university of pakistan,Virtual university of pakistan,0
226,2022-08-28 14:34:00,226,no,Sent,8/28/2022,not yet,Facebook,Pakistan,Islamabad,Male,28,Yes,Masters,Capital University,Electrical Engineering,All of them,"Python , JS",Learner (1 Year or Less),Career path in data science,No,Advanced (4+),Advanced (4+),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),None,Kindly select me,2022-08-28 00:00:00,2022-10-21 14:34:13,Capital University,Capital University,0
227,2022-08-28 14:49:00,227,Yes,Sent,8/28/2022,not yet,In a facebook group,Germany,Koln,Male,25,Yes,Bachelors,University of Engineering and Technology Taxila,Mechanical Engineering,Data Science,Python,Learner (1 Year or Less),I want to expand my knowledge skills and want to understand the intricacies of Data Science in order to get a job or internship in the field of Data Science,Yes,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),TRUE,None,2022-08-28 00:00:00,2022-10-21 14:49:38,University of Engineering and Technology Taxila,University of Engineering and Technology Taxila,0
228,2022-08-28 23:11:00,228,no,Sent,8/29/2022,not yet,Kaggle Community Pakistan,Canada,Guelph,Male,37,No,Bachelors,"University OF South Asia, Lahore",Telecommuincation,Computer Science,Python,Beginner (0 Years),To Learn Data Science and Machine Learning,No,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),None,None,2022-08-28 00:00:00,2022-10-21 23:11:44,"University OF South Asia, Lahore","University OF South Asia, Lahore",0
229,2022-08-29 04:52:00,229,no,Sent,8/29/2022,not yet,FROM FRIENDS AND SENIORS,Pakistan,Karachi,Female,19,Yes,Bachelors,INSTITUTE OF BUISNESS ADMINISTRATION KARACHI,COMPUTER SCIENCE,Computer Science,NONE,Beginner (0 Years),BECAUSE I WANT TO PURSUE MY CAREER IN DATA SCIENCE,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,I AM VERY INTERESTED IN THIS PLATFORM TO LEARN ABOUT IT.  IT WILL GIVE ME A DIRECTION TOWARDS MY GOAL.,2022-08-29 00:00:00,2022-10-21 04:52:48,INSTITUTE OF BUISNESS ADMINISTRATION KARACHI,IBA,1
230,2022-08-29 07:34:00,230,no,Sent,8/29/2022,not yet,Facebook Group,Pakistan,Malakand,Male,23,Yes,Masters,University of Malakand,Computer Science,None of them,"Python, JavaScript",Learner (1 Year or Less),Perusing career as a Data scientist,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-29 00:00:00,2022-10-21 07:34:35,University of Malakand,University of Malakand,0
231,2022-08-22 10:12:00,231,No,Sent,8/27/2022,Yes,Facebook group,Pakistan,Islamabad,Male,30,No,Masters,LUMS,Business Adminsitration,Computer Science,None,Beginner (0 Years),I want to understand the field of data science and machine learning,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,_,2022-08-22 00:00:00,2022-10-21 10:12:24,LUMS,LUMS,1
232,2022-08-29 17:57:00,232,no,Sent,8/31/2022,not yet,I am searching courses for data science.,Sweden,Gohenberg,Female,34,Yes,PhD,University of SkÃ¶vde,Informatics,All of them,Python . R,Learner (1 Year or Less),Professional  grooming,No,Intermediate (2-3 Years),Intermediate (2-3 Years),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),None,None,2022-08-29 00:00:00,2022-10-21 17:57:41,University of SkÃ¶vde,University of SkÃ¶vde,0
233,2022-08-29 18:12:00,233,no,Sent,8/31/2022,not yet,Fb group,Pakistan,Islamabad,Male,24,No,Bachelors,Arid university Rawalpindi,Bachelor of science in information technology,Data Science,"Python, Java, R",Learner (1 Year or Less),To enhance my skills in Data Science,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),TRUE,None,2022-08-29 00:00:00,2022-10-21 18:12:30,Arid university Rawalpindi,Arid university Rawalpindi,0
234,2022-08-31 03:32:00,234,none,Sent,8/31/2022,not yet,Facebook,Pakistan,Multan,Male,22,Yes,Bachelors,Pak-Austria Fachhochschule Institute of Applied Sciences and Technology,BS Computer Science,Computer Science,"C++, Python",Learner (1 Year or Less),Building skillset in emerging technologies,Yes,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,Not any,2022-08-31 00:00:00,2022-10-21 03:32:21,Pak-Austria Fachhochschule Institute of Applied Sciences and Technology,Pak-Austria Fachhochschule Institute of Applied Sciences and Technology,0
235,2022-08-24 10:45:00,235,Yes,Sent,8/24/2022,Yes,University forum,Pakistan,Islamabad,Male,22,No,Bachelors,Lahore University of Management Sciences,Economics and Political Science,Econometrics,None,Learner (1 Year or Less),Want to develop skills in data science,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Learner (1 Year or Less),Learner (1 Year or Less),TRUE,None,2022-08-24 00:00:00,2022-10-21 10:45:45,Lahore University of Management Sciences,IOBM,1
236,2022-08-31 05:15:00,236,none,Sent,8/31/2022,not yet,Advertisement was shared in Kaggle Group on Facebook,Saudi Arabia,Hail,Female,37,No,Bachelors,GIFT University,BSCS,Data Science,"Python, Java",Learner (1 Year or Less),I have interest and want to opt the profession as a Data Scientist,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-31 00:00:00,2022-10-21 05:15:57,GIFT University,GIFT University,0
237,2022-08-25 16:25:00,237,Yes,Sent,8/26/2022,Yes,Soical media,Pakistan,Sheikhupura,Male,22,No,Bachelors,Quaid e Azam university Islamabad,Bsc (hons) Statistics,Statisitics,"R ,java",Learner (1 Year or Less),For gain skills,Yes,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),None (0 Years),Learner (1 Year or Less),Beginner (0 Years),TRUE,This is very effective and very useful to gain knowledge about data science and machine learning and very useful to gain skills,2022-08-25 00:00:00,2022-10-21 16:25:45,Quaid e Azam university Islamabad,QU,1
238,2022-08-31 12:29:00,238,none,Sent,8/31/2022,not yet,Friend,Pakistan,Jamshoro,Male,21,Yes,Bachelors,Mehran University of Engineering and Technology Jamshoro,Computer Systems Engineering,None of them,Python,Learner (1 Year or Less),"To Develop my Skill, Learn and know about new technology and freelanccing",No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-08-31 00:00:00,2022-10-21 12:29:37,Mehran University of Engineering and Technology Jamshoro,Mehran University of Engineering and Technology Jamshoro,0
239,2022-08-31 19:12:00,239,none,Sent,9/1/2022,not yet,Facebook,Tunisia,Ariana,Male,23,Yes,Masters,National school of engineering of tunis,Industrial,All of them,R python,Learner (1 Year or Less),Because i want to continue my career in this field,No,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),TRUE,None,2022-08-31 00:00:00,2022-10-21 19:12:08,National school of engineering of tunis,National school of engineering of tunis,0
240,2022-09-01 09:48:00,240,none,Not Sent,-,not yet,Whatsapp,Pakistan,D.I.Khan,Male,40,Yes,PhD,Gomal University,Computer Science,Data Science,Python,Beginner (0 Years),To apply my Data Science knowledge.,No,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,None,2022-09-01 00:00:00,2022-10-21 09:48:19,Gomal University,Gomal University,0
241,2022-09-01 12:31:00,241,none,Not Sent,-,not yet,linkedin,Pakistan,Islamabad,Male,26,No,Bachelors,UAAR,BS GIS,Computer Science,Python,Learner (1 Year or Less),GIS + AI = GEOAI,No,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,AWESOME,2022-09-01 00:00:00,2022-10-21 12:31:54,UAAR,UAAR,0
242,2022-09-01 13:25:00,242,none,Not Sent,-,not yet,Linkedin,Pakistan,Karachi,Male,23,No,Bachelors,University of sindh,Bcs,Data Science,Python,Learner (1 Year or Less),This is my goal & i love to work in this field,Yes,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-09-01 00:00:00,2022-10-21 13:25:02,University of sindh,University of sindh,0
243,2022-08-24 08:40:00,243,Yes,Sent,8/24/2022,Yes,By a friend,Pakistan,Layyah,Female,21,No,Bachelors,Quaid e Azam University.Islamabad,Statistics,Statisitics,R and Python,Beginner (0 Years),Learning about Python and R,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),TRUE,nope,2022-08-24 00:00:00,2022-10-21 08:40:17,Quaid e Azam University.Islamabad,QU,1
244,2022-09-03 08:03:00,244,none,Not Sent,-,not yet,Faizan,Canada,Toronto,Male,16,No,Bachelors,university of ottawa,economic,Econometrics,none,Beginner (0 Years),growth,Yes,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),none,None,2022-09-03 00:00:00,2022-10-21 08:03:36,university of ottawa,university of ottawa,0
245,2022-09-03 09:21:00,245,none,Not Sent,-,not yet,From a friend,Pakistan,Karachi,Male,21,Yes,H.S.C,Institute of Business Administration,Bachelors in business administration,All of them,I have nearly completed the specialization called Python for everybody,Beginner (0 Years),I aspire  to have a practical work experience for a career I have got immense motivation to pursue,Yes,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),None (0 Years),Beginner (0 Years),Intermediate (2-3 Years),TRUE,None,2022-09-03 00:00:00,2022-10-21 09:21:53,Institute of Business Administration,IBA,0
246,2022-09-04 07:18:00,246,none,Not Sent,-,not yet,One of my friend recommended me to do this course together with them.,Pakistan,Karachi,Male,21,Yes,Bachelors,Institute of Business Administration Karachi,Computer Science,Computer Science,Python & Java,Beginner (0 Years),I want to purse my career in the field of Data Sciences as after completing my recent course at Data Camp in the field of Data Analyst. I begin to find liking to this course. My passion is to build a software house that will be  providing data science solutions to other firms.,No,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-09-04 00:00:00,2022-10-21 07:18:26,Institute of Business Administration Karachi,IBA,0
247,2022-09-07 09:39:00,247,none,Not Sent,-,not yet,Friend,Pakistan,Karachi,Male,21,Yes,Bachelors,SZABIST,BSCS,None of them,Python and java,Beginner (0 Years),Learning new skills,No,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),TRUE,None,2022-09-07 00:00:00,2022-10-21 09:39:50,SZABIST,SZABIST,0
